text,label
damn nigga chewbacca died lol,0
want pretty flacko ratchet designer jacket nigga jack first claim faggot,0
nigger mess get bigger till white man pull trigger,1
user user koran give men right rape female slave nowhere koran mention number prayer though hearing muslim deny al bukhari hadith good start,0
user lol nigger mess operating system dwg nothing,1
cannibal holocaust horrid led believe,0
white people colonizer u asian colonized deprived land year raped made slave land stolen say asian dont experience racism definitely come asia see white people still,0
user user please mind calling jk white boy rude,0
user good neighbour yes working well crime skyrocketing anything u seen happens eu unchecked immigration number number swedish woman raped used number number,0
user im lol im categorizing middle school white kid asian horrible fighter,0
know said imma say since extremely tired seeing dear racist edgy indonesian hating arab make open minded libertarian lefty hating u make sound like white guy wearing maga hat,0
user first kill pot belly politician use ogun swear new one,0
madness shall take refugee bottle,0
user user tweet written someone wrote show w black woman raped white man later say thank,0
black boy socialism mother white man work pay tax black illegals refugee muslimes free stuff boy said white people get mad mother said yea called racism,0
jenner killed one woman considered woman driver afghani moslem shot number gay misslabed nra american jenner charged since car found defective tranny,0
doubt filth fucking bolshevik kike said,1
los ingleses son demasiado blandos con la inmigraci n basura ahora tambi n colocan muslimes como profesores en los colegios,0
trulay pathetic unfunny zhid cunt,1
mandela gave freedom white genocide south africa take hood nigger proof,1
finally found taken nearly hour thursday channel number,0
yo nigga know clean lick every part dirty bitch relate,1
better yet call becky hoe pxy,0
cock slut hell,0
halloween month also domestic violence awareness month someone know experiencing dv check user,0
number million white child raped paki muslim uk covered pm mp police councillor war started people job drop dead eh,1
new date site europe helping lonely muslimes,1
gained number follower kike lover post thanks faggot,1
filthy nigger scum black violence black crime send back africa week black crime segregation,1
beat odds never beat woman lil wayne,0
shoenice legend,0
compliment woman appreciated man compliment bitch mean say cute cute hun,1
lmaoaoao nigga strags,0
user surprised work flower happens send make white rose,0
quit talking like kike yenta ya fat pig world chock full piece shit white race traitor like cunt,1
nigger faggot war coming subhuman brother survive,1
kidding man coalburners make killing cut donation raising tyrone baby niglets though lol laugh,1
also nigger,1
care popular number kike want child dead well known bet still watching nigger ball hollywood garbage,1
look bloated nigger sow,1
yo hotep babydaddy aint send child support time tryna lash huuwhyte man lmao relax moolie know nigga always late stop hyperventilating give ya money soon enough,1
niggaz fat good old day usually died heartattacks fitty crack cocaine chasing white woman dat nigger found jesus guru,1
yes respect woman totally repulsive shitskin super beta badger woman orgasm mpc status update,1
authority say woman shooter know certain black moslem male,0
user user yes actually old traditional alba rose large number number foot height rain june full white bloom late spring amazing really maintenance free lazy make jelly,0
user user number republican party clown car full white nationalist conspiracy crackpot easily exploited fox news horde supplement selling grifter funded billionaire rest trillionaires rest u slave,0
user probably even need point still worth nonting white male,0
user user maximum inclusivity white supremacist,0
seven bitch none mediocre head toe far mediocre hadi yallah anan z sikerim,1
yo bitch fast prolly cuz runnin,1
bitch mad shit cant control,1
user user infiltrator indian muslim many cried muslim thrown assam nrc said hindu left lol refugee muslim religious persecuted islamic country pak buddhist muslim would added,0
listen lady kill,1
user user user islam th century outdated ideology created arab place st century,0
user obviously founder wanted unlimited low iq immigrant come live american taxpayer original vision white enslavement,1
asked wanted one tried grab one proceeded pull hand well fuck,0
user user must woman like abused raped grabbed pussy,0
find weird heteros love using moon life whatever annoyed like watch got daenerys literally raped drogo annoyed,0
user way people taking racism asian seriously,0
wrong included nigger end read white life matter nigger particular incident bigger deal,0
user eye roll bitch nice slutty slut shamefull sinner liar century,1
white student allegedly pin black girl forcefully cut nappy dreadlock fake news medium new headline mentally ill black girl lied attacked white boy amari allen,0
user user user socialist complain white liberal time problem white liberal,0
user yeah twitter without dark mode doable could tweet much eye raped white screen,0
user user rape culture rape prevalent sexual violence normalized excused popular culture number number woman get raped throughout life percent rapist walk away consequence sound pretty fckn normalized number,0
tie bitch let everyone girl stab death welcome hell muzzy cunt,1
hey user user fascist pig since idk banned def white person trumper repeat tf ban u nazi scum racist sexist white supremacist terrorism supporting garbage waste flesh trash raised right ashamed,0
another nigger heard form move along nothing new see,1
nigger football league gonna prancing fairy cheerleader hahahhahaha watched game year never take knee fuck,1
user well ex military thinking regulation programmed bot sent cover public outrage chicago kidnapping probably still add muzzie mix,1
punch womb kill nigger baby shit,1
failing anything cowardly little tag along part altright number fuck quit countersigning number build based nigger maga movement number send sheltered follower u wish pair grown,1
shut dumb kike,1
mane fuck kike,1
heejin hyunjin gay date singing abt boy love,0
people sleep dally hoe anthem really hoe,0
england woman scoring last minute netball competition win gold greatest sporting moment history,0
type nigga fight doctor,0
believe bitch really watching absolute pile trash gl e censored bitch,1
saw cute white medium size dog orchard th standard mayer anyone shafter missing pup,0
user walk gorka able trump nazi whisperer bannon quiet role bring right wing christian white anglo saxon nation,0
user user white neighbourhood user drug agent provocateur across west former ghetto chinatowns etc quaint anachronism racist time deserve patience stupid racist bullshit,0
armed avoid travel city never take nigger nigger chicago baltimore detroit go zone let kill hope percent good black move first,1
user user user user user go back tv trailer trash listen cnn act violence disgusting left right,0
even syndrome kike know torah written captivity babylon compare myth,1
well course hockey player respect mostly white nigger play hockey sport involves much fast abstract reasoning something average nigger capable shit skin nhl player heard watered quadroon mostly white gene,1
user good time put ignorant white want nazi terrorist watch well,0
quarterback shitting pant nigger du kv vt,0
wanna twitter verdict white bitch killed black man apartment announced guilty murder charge,0
user identify fuck penguin fucking naked penguin photo,0
domestic violence domestic violence regardless sex involved johnny depp,0
thoen deadass charged como que le iba hace algo al tipo effort guy,0
stare shoe,0
actually possible save hoe,0
mmh alsterwasser grapefruit,0
user user user wonder muslim country well developed got cry get known whatever eating earning drinking leisure triple way enjoying ya give f,0
time pack let jew win guy spic shot school loose connection larping white nationalist,1
throwing bernie sander done jack shit lgbtq community homophobe blame homophobia queer people standing claim otherwise,0
know white bitch going jail cuz woman still lmaoo good riddance hoe,0
user user user user user user vote max vote white christian one going back try may already failed,0
bitchass nigga bashing others binge watching got fuck ugot ayingowakulo ban,0
miley cyrus psycho phase number get bitch,0
thanos op bro like nigga win back back,0
nigga really let idubbz say nigger faggot even care,1
user bouta see much cheese white boyz really getting,0
user user one coming dog justified number year old raped epstein,0
user white asshole assume entire world,0
user son gay ci african american man nyc white ci mid nc much opposed cancel culture harsh longshot,0
tame use word like nigger kike etc disqus let website blacklist particular word,0
sound like moslem men self control whatsoever,0
paki rape gang pervasive without total support cop court cunt politics also ask everybody town aware rape house fucking pakis standing queue front,1
meanwhile moslem grooming gang rapist get life behind bar deportation,1
surprised nigger raping monkey good thing stick way,1
fucking kike sob banned favorite youtube channel motherfucker listen work everyday,1
white boy english class yelled good morning shut chad,0
agree tsa agent moslem look suspicious people groping israeli security profile arab nth degree,1
white professor love using literature word nigger,0
fuck nobody care meant alone go kill,0
damn zidane trust belgian slut,1
u rent hoe u buy bitch,1
job sell round drink number wine called wine flight last night white man asked accidentally said white flight lose job,0
president putin harassment user,0
change game nigger asshole anthem traditional start stay screw thug nigger,1
andydalton getting smashed homo line terrible,0
conservatis bragg libtards turdbacks much see want freedom unity get fuckin mind unity user sir make difference free people surpression fear nuclear holocaust,0
user muslim india allow illegal immigrant irrespective religion far country christianity religion majority give anti muslim religious colour india open muslim want live per land law,0
user know goin bout long really gone hoe white time black time different,0
user user totally indifferent like black gay,0
old enough remember american republican democrat rallied around nikki haley member party sc sen jake knotts since defeated primary called gov haley well president obama raghead,0
user user guess depends crime opinion white collar violence crime maybe violent felon course,0
nearby give citizenship india support refugee refugee crisis new problem congress never addressed bjp addressed party number manifesto also amit shah said done stop wasting time cry number number,0
user bro telling want white woman tie call nigger,0
user user keep kamala name mouth embarrassing changing indian name allowing others think white embarrassing child immigrant supporting xenophobia threatening international alliance,0
user home secretary need instruct border force stop bringing illegal immigrant country,0
president trump going let taliban america build wall keep immigrant clownery,0
hoe stop,1
bro nosey as bitch,0
asked dub nigga gave shrooms wtf,0
jisoo grapefruit swag swag swag,0
cardi b make music woman think collecting child support making money move,0
like horror movie guy turn werewolf look like wereniggers transforming nigger stripper,1
user lee hsien loong chinaman criminal number harry potter number regular talker number kanina sure number kanina ranger involved arranging pseudo terrorist region start racial violence singapore tamil gangster tamil ravi shankar chinaman uncle,0
forget muzrat cop work belongs cair,0
hate rain parade iceland considered feminist country world first country openly lesbian butch dyke pm caveat emptor,0
white as la sell colada smoothie lady even know wtf talking,0
fast nigger want drive fas see ya next red light nigga,1
seen many old stormer account banned got warning defending paul nehlen based spic maga hat burger nationalist,1
user user always wondered weidner acted like faggot,1
fucking hate number,0
user user raped molested boy put child support kid,0
see single redneck murican say finlanf g n censored control yet happened swear im gonna go damn self,1
thing happens allow short haired dyke sheriff broward county florida,0
winner winner chicken dinner forget cia nigger malcolm nance msnbc,0
truer word laugh coon come beg acceptance user user,1
user killed man great job verbally shoving kike oven fucking hero,1
hopefully speak freely moslem terror,1
beaner keen violence ask inquisitor conquistador spanish communist,1
usurper moslem fraud usurper,1
stand brianna brochu forced live loud affirmative action sheboon make even best u crazy thing university hartford justice jazzy,1
user spanish clown could put lily white as manager could set better line old trafford,0
remeber could say retard faggot nigger joke one would get upset good time,1
smu hated much started actually winning game ended ranked soon left well fuck,0
user one hang trust fund white bitch date white man,1
agreeing kike,1
make sick muzzrat used pinyatta prison dude bottom come america make video,1
sign civilized people live area moslem considered filthy wiping as bare hand shitting public etc stay away non moslem land,1
guy proud got smile saying look mom got nigger college today,1
getting sick taking action everyone kike,1
would sell faith nigga dont believe,0
new rule men pay money general vicinity white men pay extra,0
chomp chomp big black sphere bark,0
user cause aint dumb know hoein around naruto cousin karin jugo,0
duterte said would sort brighton gotta get best job care chink paki nigga task,1
twitter kept recommending dyke well pretty impressed makeup artist skill though,1
banned twitter telling fat dyke tit looked like roadkill refused appeal lol fuck twitter need,1
according sky news italian political party staunchly anti immigration anti eu neo fascist leftie multicul moslem loving lunatic need culling locking straight jacket reality fascist,1
name one positive thing black muslimes brought west thing created thing unique,1
given traditional moslem sea burial,0
lightskin bitch dark side,0
saw bad case jungle fever mudshark disease last nite da nigger wuz number number lb hybrid sheep dog string mop weave haid,1
nigger like cocc,1
little bit coach effect finally going today clawson petersen sonny dyke carey negative strong collins addazio helton,0
nala little hoe vet smh lol,1
im wather,0
psa lgbt mean gay lesbian two letter stand thing,0
ex weird infatuation w dyke,1
teddy give yard along,0
jedi turned revan gay,0
user user user user user picture baby harassment anti life bias showing,0
user either way even number year old carpet suck contractor putting last staple parent white carpet dad spilled big red stain mom ripped carpet year,0
think start calling racist white people nigger random,0
user user cabot cove murder rate roughly triple south central peak violence rest fine state quite chill lot racist though especially move north,0
talk nigger cock think suck get fucked nigger cock regularly closeted homo,1
help black lady know white person plaster face chatting really plaster brown black skin tone people,0
jury katie stienle trial let piece shit guilty murder vigilante justice need make come back big way going let murdering beaner walk street,1
lebron nigger friggin moron friend barely read write,1
nigger sotomayor god damn ball percent ethno tradcon retard,1
number million white child raped paki muslim number million pakis uk crime whole community must expelled,1
raghead either way,1
moslem ban libtard ban gun ban,1
kill sister want doggy style let bark first,0
user hello mr prime minister please help refugee afghanistan indonesia since number got refugee card unhcr number still waiting resettlement please help resettlement job hope life future please,0
user congress jihadi party issue talking,0
born ghetto born bitch nigga,0
african girl want make sure white boy work getting marriage smart lol see timothy story day fiance dayfiancebefore day,0
user gobble propaganda hindu woman raped friend,0
target go get filthy shit skin moslem terrorist,1
civil war long live new republic populated racist hillbilly illiterate white trash nascar fuck change oil,1
white ppl say n word get upset say something retarded ok,0
philippine percent moslem marilou danley southern mindanao face release maiden name someone need search flip medium find western kike medium,1
cair antifa blm hamas front moslem brotherhood need deemed terrorist enemy number number along isi,0
never saw chink pussy plan breaking record,1
agreed mirrabooka percent moslem according census large number african mostly moslem enough christian pastor priest service attendee white,0
milo something faggy public provocative altright gas filthy kike milo something edgy public altright altright gas filthy kike milo something pedo public wait altright lol told ya milo gate,1
user yes right killed raped removed ghost liar,0
white supremacist forming global network much jihadis prior number number learning jihadi tactic brief said,0
number year old non college educated white man pa moderate independent opposes clean air act sometimes opposes abortion support deporting illegal immigrant support raising min wage vote number,0
user user funny say something civil war twitter block white shit trump say something civil war twitter block hope civil war kill people twitter first,0
attacked one faggot feelin pretty good,1
user considering left white male presenter investigation although included complaint think deserves take bbc court harassment discrimination stand naga,0
user wow took mask would see nerdy look clip mask wish could find nothing wussies hiding behind mask,0
anyone shout nigger fkn wanker little vocabulary wit adult conversation insult someone intelligence,0
young black girl tryna best,0
beyonc number album billboard number see main bitch,0
boy gay,0
yall wanna nigger dont wanna nigger wrong time,1
p f chang asian applebee,0
hate black people tell nigger something go niggerantics,1
spoon three fish table number dm order spoon slave fin sub spoon bitch findom spoon sub,0
user dumb bitch killed number rabbit failed raid guy praise guy problem farmer,1
cleared construction international pkwy tx number alt westbound tx number grapevine mill pky grapevine various lns blocked,0
taeyong keeping black hair,0
scorpio nigga fuck built shit apryl,0
stand nigger,1
ew faggot creep,1
screw kill,0
agree user yet another kike compromised piece dog shit another data mining site removed capability communication brother sister war hot,1
go nigger somewhere else,1
kike news network pretty face empty head reading teleprompter hotter smarter one,1
good nigger dead nigger,1
tell sambo samboeta said fuck nigger,1
sound like nigger trying cure aid fucking little girl disgusting piece shit,1
shifty jew change mind decides really retarded nigger,1
low iq mad maxine living dumb nigger name,1
white enslaving white white man affair conduct nation forefather outlawed slavery europe beginning th century jewish nigger enslaving white nigger brother trespass matter wish justify number,1
checked gene percent white say im one nation race pure would change mind yid neger dna dont think hate ideology skin color,1
bbc journalist really crime number number pakistani moslem men sex time young white british child whose drugged girl parent might voted brexit,1
think indeed call people nigger please,1
oh muslim leader today think asked fulfilling duty jihad day hashar believe misconception,0
absolutely hate working people complain bitch everything wanna work quit already lol,0
sound like something moslem would,1
user user ikr always white girl noah centineo give u lesbian,0
user dumb bitch fuck blow cigarette smoke child face hold like damn toy fucking hate mother right kid,1
version whether censored still written fucking kike pussify gentile kike know thing god made,1
white people racist say nigger black people lot mf stupid bag dog shit,1
faggot funny,0
user user user b fact thousand child raped last number year politician police councillor social service allowed happen fact think care care child truth,0
user user user um lol stop dramatic joking extra x chromosome make u want win argument never said men emotion tone feminazi,1
fucking hate trump kike gaslighting,1
user hanifs native pre islamics arab professed rigid monotheism muhammad hanif one descendant ishmael son abraham,0
bro lesbian listen tired seeing old english era medium hella dyke em whose fantasy,1
user win super bowl tho lmfao one care tom brady raped mom younger trauma keep trying debunk greatness,0
imagine bernie hq right full white men patting back saying grass root calling democrat capitalist scab,0
saying partake inktober fucking lie time focus energy sometimes doodle bullshit maybe make full drawing,0
user user wrong white people white people muslim racist,0
kike spic nigger faggot allah suck kid dick jew number number white power th reich hitler nothing wrong,1
anyway trainwreck post ive realised im fucking hypocrite calling people retarded still believe racism white people thing lol,0
user hate hairy titty nigger bullshit wrong many level suck,1
move nigger neighborhood gtfo,1
jew tendency knowingly especially erudite goy listed however absolutely wear yellow star badge shame warning white adroit identifying kikenvermin word,1
sugar grove number sugar grove nice real hillbilly back mean coon skin capped one set clothes one day wash clothes naked type hillbilly,1
msm abc playing race card really fact roseanne linked valerie jarrett muzrat brotherhood,1
call thot lil bitch ho,1
shop trendzset u latest styling shoe purse,0
user user shes hot,0
bungo scrungo gay dog,0
konya right could put karote chop trump greatest nigger time pussied majority wounded nigger ww ww korea nam hit back running away,1
see moslem boy attacked western boy,0
user ah see mozzie savage brought u back middle ge chastity belt coming back style,1
also conflation immigrant minority misguided something right left avoid,0
jus saw nigger bich wit crinkle cut brillohaid,1
bjp supporter bjp minister talk ethnic cleansing indian muslim mean modi anti muslim,0
lol like name sportball jigaboo busted airport wizinator,1
user user reading queer mg make happy oof single,0
user kamala harris refused prosecute oc police false arrest case dismissed watch harassment single attractive white woman part platform california ag nothing curb tobacco distribution publichhealth user user,0
detest abortion even regarding negro enemy baby call softie though beaner want kill kid lose great deal sleep need invading populating america,1
user kiss hug mudslime tb measles hubby importing faster obama bring pregger trump vonkie along snuggle,0
user arab smart roast coffee prevent spreading cultivating outside yaman smuggled dutch,0
user cannot imagine extreme level revisionist history holocaust denier,0
tw rape violence one mom best friend highschool liked say fuck em bunch lesbian bootfuckers hated people told face kid know lesbian beaten raped existing,0
user user yes white privilege robbed raped murdered skin color,0
user want kill,0
user several country take refugee unemployment poverty high take illegal immigrant right,0
number uk mp involved cover number million white child raped paki muslim resign filthy bastard,1
cold sweatin stash throat nigger purple sprite,1
fashion white people wear ghetto clothes,0
user well issue probably went lane beyond porch monkey roll serve islamophobia industry probably went bit far criticizing faith open season yet,0
user guy pathetic get ur sensitive stop ruining good thjngs u straight white christian go happy ohh wait nothing enough make u happy,0
wanting leave house due equal part depression wanting acknowledge existence ignorant sister banging idiotic fucking redneck piece garbage live shitheel podunk white trash map stain live,1
give nigger rope think cowboy obey rothschild get cayman account padded,1
user yo ur fav niglet prom date,1
say moron muscum rape murder commit pedophilia beat woman sell slave daily basis change well number year sorry clone zero guilt entire lineage never never sorry as excuse human,1
low medium rabble go defame everything wholesome depicting santa gay mudshark destroying child love christmas everywhere stephan colbert writer daniel kibblesmith penned new christmas book maga user user,1
think stop showing advertisement pushing idea black men relationship white woman given must greatly upset sheboon demographic seeing future baby daddy getting white skank uu girl betta watch yoself,1
obnoxious nigger bitch tucker show deserves noose put around neck hanged dead,1
cut cub postgame crew nbc sport chicago jew spic kneegrow team get vast majority offense pitching year usual white player whose fanbase overwhelmingly white,1
reminder number number undocumented immigrant u place central america around number percent white yet majority ice detainee latinx try say race,0
appalachian equal dumb equal ill informed equal enemy dumb hillbilly take lazy incredibly misguided,1
desperately searching queer jewish romance number ultra orthodox angst number unbearably twee conflictless slice life lesbian,0
user user user saw cdc update follow commenters post number number woman v number number men raped number dig need others already posting link,0
theresa may treason limit appoints sajid javid home sec charge uk security police immigration moslem pakistani origin civil war seems route,0
spick three hwordz av eengleech dey go home butch,0
might live trailer park least nigger,1
wednesday beatnik poetry live criminal hideout live making burrito hoe wetback shoe,1
getting compliment woman hit different,0
get ugly nigga dont cheat,0
make white look like muzzie crime,1
police hate pakis always hate extended white child seen simple,0
like phone anyone telling wrong lmao like pissed hate faggot as mf bro god,0
user bidens need sue butt slander harassment gone way far time rudy justice coming way soon,0
always broke dirty looking itch talk shit go sit ur dirty po white trash lookin as tf,1
user also doggos way keep white hoe baby e misdirected motherhood please keep doggos game helping cause,1
meekmill label locking youngbulls crazy part artist rather get raped somebody different race feel like nobody nothing label locking youngbulls crazy part artist rather g,0
user user could property could draw will could legally raped husband even get right black woman lack rather,0
muzzie project runway course force model hijab,1
user ship queer sound like exact gay pirate vibe craving whole life,0
user mine like public tbf shameless absent mindedly swear front child whoop personal best though got called fellow firefighter bill know fucking firestation right,0
user user user called lesbian dumpy woman take birth control hysterical said boy raped catholic priest victim gay disease exactly said white people,1
bitch white nigga faggot kid demon possessed blk ppl pussy worthless whore ur household suck dick jealous innocent blk ppl squatter blk neighborhood jealous jesus ur disgusting,1
user oh gaw,0
sentiment hold run r selected kikenvermin leftist stand fight nation extension race blood soil,1
white wamin beat nigger wamin fact,1
yes thank mr president bc big fresh change last number year mudslimes running country,1
try nice gon let mudshark mud,1
lololol comment paygrade kike,1
melbourne single shade islam terrorist yacqub khayre note wearing arab moslem clothes literally look like going club probably pay bill like australian fought terrorist taqiya islam,1
hate bitch really fucking hate hoe make sick asf,1
politic boy keep chimin culture war would nice kindly fucked stop counter signaling kike gassing,1
user lol trash cake dragging shawn camila twitter stans said fun iggy stan white bitch pulling race card gotta laugh,1
user user democrat logic imagine democrat charge country going feel raped,0
user need find one gif nigga dancing white woman cry,0
even talk nigger user defend thing jesus calling men dickriders ffs everyone know black male nothing dickride anyone even know mean sound nasty,1
user user user user giving reason government try kill people become hostile people believe nazi fuck head walk around torch goin white race best race big difference number number,0
user user user clownery luv swear coon need stop submissive white people,1
user much nigger cock suck per week faggot,1
know care born wealth also showing mongrel wetback tax never know making cultural appropriation never pretty brownie,1
mostly done african moslem artifact planted evidence suggest real swede indigenous sweden,0
gay moslem support group,0
wow never busy evening bluehand family joining gab drove free speech welcomed snowflake soy boy leftie sjws content mute stop follow fuck dhimmi moslem cock sucking twatter,1
fact nigger woman hate fag problematic real reason sheboons hate fag negro buck number percent likely engage faggotry see fag competition reason hate white woman whereas nigbucks see fag opportunity,1
printed story claiming man jew proof whatsoever word leftist gook gawker hack leftist mother threatened gaslighted real pulitzer shit bro,1
would muslim disgusting want land note would even land jew brought ignore fit kike narrative,1
user nothing done middle class quality life last many year focus minority immigrant especially illegal fighting trump diversity school actually asian white discrimination anti police propaganda,0
user user user woman woman get raped blamed blamed wear men get paid woman men get away rape become president,0
gathering faggot dyke great place verify usefulness thermobaric munition,1
heartless bitch hate believe,1
user yup lot black people retarded trying like white cave men,1
user mentally retarded,1
user redneck ghetto speak grew tx sometimes,0
whole drink water cure shit fake drink least gallon day shit skin hair brain,0
gall appropriate phrase slut shaming thread completely ignores afab queer concern sending tbh,0
user user user worst thing could done daughter trying get raped refugee,1
dude wear pink sneak faggot female condoning restoring honor,1
fucking faggot outta line son every year mf get comfortable comfortable disrespecting straight man like slap shit mf disrespecting best believe im dumb as mf,1
fuck sad boy hour faggot,1
faggot learn drive committing murder,1
know someone intention whether real accuse order promote product group gaining publicity heart stained jealousy towards others suck faggot,1
whats creepy pirate following around singing wtf fucking queer,1
user user else new fabricating racial tension black good lying white racial attack hurt truly attacked,0
user racist act moslem user user,0
ur kike,1
sand nigger shit made fucking laugh,0
user user btw nice job threatening violence elected official mongoloid,1
user hey faggot dm,1
tolled nigger tear,1
user user user user seriously going minnesota illinois california new york putting people danger young girl boy raped murdered politician lot accounting killing citizen,0
kill boomer,1
user breitbart run story crime illegal alien loop meantime hundred men beat girl impregnated breitbart never say word men white resident fit narrative,0
melrose play character different white woman dress fortune cookie pepper performance racist trope like phrase ching chong obviously racist portrayed show jenny distraught disgusted,0
user super early shut nigger,1
user reason islamist tweet ridiculous stuff left loony closet jihadis support ridiculous notion show one muslim country minority killed woman caned stoned public,0
twitter dm unsend option chat like hi like hey hello message deleted beautiful helloo deleted text fuck bitch slut whore,0
user user nah bro got wrong jury reflective community white therefore found guilty given sympathy,0
user dead jew got feeling cute might seig heil later idk,1
user user keep kissing white as,1
user yeah well fuck,0
israel scary meddles world election including u da goat fucker da problem reason goat fucker problem cause got hook nosed shekel counting kike problem,1
many great friend fulfill percent time make friend anyways also see cool cute queer omg pls friend,0
user queer discourse equivalent white life matter like actively discriminated worry know straight literally easiest thing earth,0
brain friend make cool queer art make tabletop oc extremely gay also tetri thing brain hm,0
user hey go without saying lot talking point ace people copy terf rhetoric erasing gay trans people identity real none struggle real either invading queer space want oppressed badly,0
funky gay think femme appearing straight passing like feel overwhelming obligation cut hair change read accepted queer non binary,0
beaner charged hate crime yet victim horseshit good taylor exposing,1
great victory trump today travel ban take effect number hour towelhead terrorist america,1
uk threatened return radioactive waste eu agreement cannot reached keep radioactive waste send back paki migrant instead,1
sorry sweating like nigger rape charge problem would like ask question yes please charge regarding racism workplace plead guilty guilty,1
done know get name part war called please look closely everything promise find muscum middle everything happening,0
mostly help niglets cancer fuck em mr taylor help white kid anyone else ive seen,1
lot u reading d chuckle even mischlingen funny stuff time mentally filter kike kike,1
yup like old joke lion lick as get taste nigger mouth gab fam white right,1
carson dumb fucking bitch give hug hate,0
rouge jewess kind called complete genocide palestinian name ayelet sheked call genocide people stole land whinies holohoax typical kike shenanigan disgusting rat,1
user user user swear word crackhead normally used towards white trash,0
ha ha ha reminds hate mail calgary sent synagogue satan kike commie double speak double think p ss censored,1
user ur definitely right cuz nigga want head faggot as nigga,0
user madrid raped certain chop bar called club brugge,0
goodnight devin devin hope dont get raped clown,0
watch far saw men skirt got pissed shut know muzzies standing around laughing ass dumb fucking cucktard faggot know wear skirt,1
user r longer getting away whatever guise boy boy white privilege cannot bully demand grab etc make everyone else work sit lazy boy chair white witness domestic racial violence say enough enough,0
user user ethnic cleansing hindu actually happened pakistan hindu wr percent west pak number hv reduced percent thru killing n conversion hypocrite werleman never cared question terroristan coz think like jihadi,0
fuck call sister trailer trash,0
voat marvel made miss america queer spic lesbian parent,1
bull dyke must sniff short game lol,1
user everytime see avatar think honky tonk,0
every country specific battle fight germany europe fight muslim america beaner colored fight,1
obama show mosque let he queer first phony muslim like he phony american mussie abide gay much proof well men,1
fuck trump fuck kike as first bitch,1
brown must friend idiot boy trudeau given money un clinton foundation moslem dictator refused repair rail line churchill manitoba northern sea port everything go moslem nothing canada canadian,1
nigga really sending package house birthday idek sending em,0
blow stack yo nigga yo trapping as,0
user saying thigh black color hair look like donald trump,0
n ex bitch broke bar tending,1
user nigger nigger nigger,1
user counting illegal immigrant voted illegally plus uncounted visitor trump inauguration,0
invest creating equitable opportunity woman thrive result stronger family community economy includes equitable opportunity lesbian bisexual transgender queer woman,0
user user democrat welcome illegal alien rapist democrat respect woman care power,1
user user white castle doctrine,0
user user user violence madness people mind killing unborn baby based raped woman case le world wide case say rape yes life,0
user user take end day conversation probably murdered beaten raped mutilated baby killed animal tortured talked fucking private conversation feminazi mad men private conversation,1
user user white supremest hand code hope reported terrorist threat,0
fuggin beaner lol,1
oink oink oink infront dem nigglets boy,1
podhoretz kike trash need horrific reckoning,1
white helmet bunch muzzie terrorist,1
unfortunately number year still grown brain still suck saudi moslem cock,1
hey big gay street shittn paki,1
yesterday wore white reebok ppl thought crazy first never spend money shoe crazy always style originally selling money company thing get shoe,0
user lol dyke,1
yea bet white nationalist real big traitor maybe like kike puppet nothing immigration retard,1
said bro even text sound redneck whatever fuck mean user,1
user like heard africa thing anthropology number stopped listening white people mentioned,0
user literal faggot,1
legal immigrant racist dog whistle white european immigrant said quiet part loud racist fuck,0
white want white live world free non white willing use mean necessary ensure goal outright want murder white prove pro white reasoning kike weev used,1
feel like series ao filled outrageously gay unapologetically homoerotic story prob call queer rebellion something,0
lmao one dyke would catch bitch baby simple deal breaker,1
cuz nigga wanna take life weapon formed everything pray night scooping thotties benz way life make fuck best friend like dyke,1
user faggot,0
surprised boris johnson made list surprised number inch guy somehow sexual harassment complaint sleeping go back modi,0
user user like deliverance number dateline washington maga folk get raped banjo playing establishment inhabitant swamp,1
user number hindu number pak every day hindu murder even number number year hindu girl raped people happy mandatory pakis rape hindu woman converting,0
user maybe sly news sent reporter journalist looked raped little british girl hard look china indoctrination rapist would caught sooner little girl would saved double standard,0
regret tweeting probably fucking hate argument always seems black white,0
user truth told seemed pretty harmless least one fatso appeared really need exercise good,1
lying kike filth false dichotomy false dichotomy capitalism mistreats worker marxism guess kike capitalism worker owner complementary fascism,1
sung tune communist globalist hippy anthem imagine may say beaner juan hope someday join u world juan,1
fugly lezbian jew like im cool domestic violence kind attitude birdbrain jew broad im willng bet anything either male butch dyke husband gonna wind punching til shit bone,1
labour mp sadiq khan always first go president trump always last one condemn moslem terrorist attack carried devout moslem,1
communist leaning colored citizen abusing position authority targeting chinky citizen harm entitled citizen color show hand think ok,1
cernovich race mix tabloid journalism regardless fellow white person status cerno every sense bugman raising chink kid pro sodomy pro homosexual former tranny lover got rap sheet mile long know,1
orca niggerette lesbian go fuck gayle,1
hey lady fitted berka sill think mussie neighbor nice,1
fuck matt heimbach think really punching right kike publication,1
chinese colonialism mean era nigger nears extinction given gay lately white man deserves pushed continent took north america take africa true great contest begin,1
butthurt kike reported display picture understand violates twitter rule tho,1
lol another salty kike,1
every month refuse acknowledge nigger pride others white pride month,1
aint nothin like ride die bitch come thru throw number love fuck even roll piffy,1
come gay percent heterosexual man saying virgin either people said gay,0
oust illegal immigrant new citizenship bill soon amit shah,0
user think touched many woman,0
cuz told beautiful woman eating grocery believe nasty lil nigga,0
amma slut though lol,1
watching queer folk late teen early wanna move toronto party damn time rewatching queer folk late early want settle fuck live blissful domestic life jfc,0
respond post white nigger lying sack shit called fed number day published website faggot user,1
